node_id	name
NCBITaxon:1417105	Staphylococcus aureus T89906
NCBITaxon:1417106	Staphylococcus aureus M45704
NCBITaxon:1417107	Staphylococcus aureus W70590
NCBITaxon:1417108	Staphylococcus aureus W70599
NCBITaxon:1417109	Staphylococcus aureus H47171
NCBITaxon:1417110	Staphylococcus aureus W70568
NCBITaxon:1417111	Staphylococcus aureus M42514
NCBITaxon:1417112	Staphylococcus aureus W70659
NCBITaxon:1417113	Staphylococcus aureus H47183
NCBITaxon:1417114	Staphylococcus aureus M42518
NCBITaxon:1417115	Staphylococcus aureus F82568
NCBITaxon:1417116	Staphylococcus aureus F82573
NCBITaxon:1417117	Staphylococcus aureus H47169
NCBITaxon:1417118	Staphylococcus aureus H47224
NCBITaxon:1417119	Staphylococcus aureus F82600
NCBITaxon:1417120	Staphylococcus aureus M49455
NCBITaxon:1417121	Staphylococcus aureus H81433
NCBITaxon:1417122	Staphylococcus aureus M49474
NCBITaxon:1417123	Staphylococcus aureus W73676
NCBITaxon:1417124	Staphylococcus aureus W73592
NCBITaxon:1417125	Staphylococcus aureus T12849
NCBITaxon:1417126	Staphylococcus aureus H49922
NCBITaxon:1417127	Staphylococcus aureus H49917
NCBITaxon:1417132	Staphylococcus aureus F16106
NCBITaxon:1417133	Staphylococcus aureus F16107
NCBITaxon:1417138	Staphylococcus aureus F26021
NCBITaxon:1417141	Staphylococcus aureus F85184
NCBITaxon:1417142	Staphylococcus aureus F85414
NCBITaxon:1417143	Staphylococcus aureus F85609
NCBITaxon:1417144	Staphylococcus aureus F85660
NCBITaxon:1417145	Staphylococcus aureus F85691
NCBITaxon:1417146	Staphylococcus aureus F85711
NCBITaxon:1417147	Staphylococcus aureus F89046
NCBITaxon:1417148	Staphylococcus aureus F89053
NCBITaxon:1417149	Staphylococcus aureus F89062
NCBITaxon:1417150	Staphylococcus aureus F89073
NCBITaxon:1417151	Staphylococcus aureus F89075
NCBITaxon:1417152	Staphylococcus aureus F89078
NCBITaxon:1417153	Staphylococcus aureus F92047
NCBITaxon:1417154	Staphylococcus aureus F92073
NCBITaxon:1417155	Staphylococcus aureus F92089
NCBITaxon:1417156	Staphylococcus aureus F92105_080312
NCBITaxon:1417157	Staphylococcus aureus F92119_080312
NCBITaxon:1417158	Staphylococcus aureus F92125
NCBITaxon:1417159	Staphylococcus aureus F92127
NCBITaxon:1417160	Staphylococcus aureus F92128
NCBITaxon:1417161	Staphylococcus aureus H49831
NCBITaxon:1417162	Staphylococcus aureus H49864
NCBITaxon:1417163	Staphylococcus aureus H53188
NCBITaxon:1417164	Staphylococcus aureus H56219
NCBITaxon:1417165	Staphylococcus aureus H56227
NCBITaxon:1417166	Staphylococcus aureus H59298
NCBITaxon:1417170	Staphylococcus aureus H65794
NCBITaxon:1417171	Staphylococcus aureus H65830
NCBITaxon:1417172	Staphylococcus aureus H72115
NCBITaxon:1417174	Staphylococcus aureus H72129_090612
NCBITaxon:1417175	Staphylococcus aureus H75423
NCBITaxon:1417176	Staphylococcus aureus H75425
NCBITaxon:1417177	Staphylococcus aureus M49501
NCBITaxon:1417178	Staphylococcus aureus M52622
NCBITaxon:1417179	Staphylococcus aureus M55878
NCBITaxon:1417180	Staphylococcus aureus M55890
NCBITaxon:1417181	Staphylococcus aureus M55902
NCBITaxon:1417182	Staphylococcus aureus M59248
NCBITaxon:1417183	Staphylococcus aureus M59255
NCBITaxon:1417184	Staphylococcus aureus M59257
NCBITaxon:1417187	Staphylococcus aureus M70006
NCBITaxon:1417188	Staphylococcus aureus M70013
NCBITaxon:1417191	Staphylococcus aureus T15889
NCBITaxon:1417192	Staphylococcus aureus T18851
NCBITaxon:1417193	Staphylococcus aureus T18865
NCBITaxon:1417194	Staphylococcus aureus T22051
NCBITaxon:1417195	Staphylococcus aureus T22071_080712
NCBITaxon:1417197	Staphylococcus aureus T28640
NCBITaxon:1417198	Staphylococcus aureus T28649
NCBITaxon:1417200	Staphylococcus aureus T32070
NCBITaxon:1417205	Staphylococcus aureus T36111
NCBITaxon:1417206	Staphylococcus aureus T36127
NCBITaxon:1417207	Staphylococcus aureus T39082
NCBITaxon:1417208	Staphylococcus aureus T39093
NCBITaxon:1417210	Staphylococcus aureus W15951
NCBITaxon:1417211	Staphylococcus aureus W73601
NCBITaxon:1417213	Staphylococcus aureus W73738
NCBITaxon:1417214	Staphylococcus aureus W76930
NCBITaxon:1417215	Staphylococcus aureus W76994_072512
NCBITaxon:1417216	Staphylococcus aureus W79968
NCBITaxon:1417217	Staphylococcus aureus W79990_080112
NCBITaxon:1417218	Staphylococcus aureus W83133
NCBITaxon:1417219	Staphylococcus aureus W83137
NCBITaxon:1417220	Staphylococcus aureus W83140
NCBITaxon:1417222	Staphylococcus aureus W86063
NCBITaxon:1417223	Staphylococcus aureus W89268
NCBITaxon:1417228	Paraburkholderia phytofirmans OLGA172
NCBITaxon:1417229	Borrelia hispanica CRI
NCBITaxon:1417230	Borrelia persica No12
NCBITaxon:1417296	Defluviimonas sp. 20V17
NCBITaxon:1417629	Anaerosolibacter carboniphilus
NCBITaxon:1417658	Aquimarina versatilis
NCBITaxon:1417659	Aquimarina seongsanensis
NCBITaxon:1417660	Citrimicrobium luteum
NCBITaxon:1417661	Croceitalea litorea
NCBITaxon:1417663	Maribacter pelagius
NCBITaxon:1417673	Haloarcula hispanica N601
NCBITaxon:1417747	Lentibacillus garicola
NCBITaxon:1417796	Escherichia coli LAU-EC10
NCBITaxon:1417852	Flintibacter butyricus
NCBITaxon:1417980	Streptomyces odonnellii
NCBITaxon:1417988	Enterococcus sp. TR
NCBITaxon:1417990	Streptococcus agalactiae 138P
NCBITaxon:1418	Caldalkalibacillus mannanilyticus
NCBITaxon:1418104	Clostridium argentinense CDC 2741
NCBITaxon:1418105	Rhizobium gallicum
NCBITaxon:1418234	Sneathiella chungangensis
NCBITaxon:1419050	Natribaculum breve
NCBITaxon:1419051	Natribaculum longum
NCBITaxon:1419324	Apilactobacillus kunkeei EFB6
NCBITaxon:1419482	Chitinophaga jiangningensis
NCBITaxon:141949	Thermomonas haemolytica
NCBITaxon:1419583	Pseudomonas mandelii PD30
NCBITaxon:1419584	Aeromonas hydrophila J-1
NCBITaxon:1419723	Fodinicurvata halophila
NCBITaxon:1419814	Streptococcus sp. VT 162
NCBITaxon:142	Borrelia turicatae
NCBITaxon:1420591	Novosphingobium barchaimii
NCBITaxon:1420596	Bordetella pertussis CHLA-11
NCBITaxon:1420851	Methyloprofundus sedimenti
NCBITaxon:1420889	Micromonospora profundi
NCBITaxon:1420891	Micromonospora orduensis
NCBITaxon:1420899	Streptomyces klenkii
NCBITaxon:1420916	Marinobacter similis
NCBITaxon:1420917	Marinobacter salarius
NCBITaxon:1421	Lysinibacillus sphaericus
NCBITaxon:1421012	Enterococcus faecalis Efa HS0914
NCBITaxon:1421013	Rhodopseudomonas palustris JSC-3b
NCBITaxon:1421016	Thermoanaerobacterium aotearoense SCUT27
NCBITaxon:1421017	Streptomyces rimosus R6-500
NCBITaxon:1421019	Kurthia huakuii
NCBITaxon:1421430	Pseudomonas granadensis
NCBITaxon:1421829	Staphylococcus aureus F22648
NCBITaxon:1421830	Staphylococcus aureus F23610
NCBITaxon:1421831	Staphylococcus aureus F23613
NCBITaxon:1421832	Staphylococcus aureus F26032
NCBITaxon:1421833	Staphylococcus aureus F26051
NCBITaxon:1421834	Staphylococcus aureus F27252
NCBITaxon:1421835	Staphylococcus aureus F36090
NCBITaxon:1421836	Staphylococcus aureus F36091
NCBITaxon:1421837	Staphylococcus aureus F36097
NCBITaxon:1421838	Staphylococcus aureus F36099
NCBITaxon:1421839	Staphylococcus aureus F45779
NCBITaxon:1421841	Staphylococcus aureus F64894
NCBITaxon:1421842	Staphylococcus aureus F64896
NCBITaxon:1421843	Staphylococcus aureus F64897
NCBITaxon:1421846	Staphylococcus aureus H22656
NCBITaxon:1421847	Staphylococcus aureus H31084
NCBITaxon:1421848	Staphylococcus aureus H31085
NCBITaxon:1421849	Staphylococcus aureus H31086
NCBITaxon:1421851	Staphylococcus aureus H65853
NCBITaxon:1421853	Staphylococcus aureus H65863
NCBITaxon:1421854	Staphylococcus aureus H65878
NCBITaxon:1421855	Staphylococcus aureus H65881
NCBITaxon:1421856	Staphylococcus aureus H65882
NCBITaxon:1421857	Staphylococcus aureus H65883
NCBITaxon:1421858	Staphylococcus aureus H68996
NCBITaxon:1421859	Staphylococcus aureus H71778
NCBITaxon:1421860	Staphylococcus aureus H72131
NCBITaxon:1421861	Staphylococcus aureus H72152
NCBITaxon:1421862	Staphylococcus aureus H75421
NCBITaxon:1421863	Staphylococcus aureus H75430
NCBITaxon:1421864	Staphylococcus aureus H84956
NCBITaxon:1421865	Staphylococcus aureus H84958
NCBITaxon:1421866	Staphylococcus aureus H84959
NCBITaxon:1421867	Staphylococcus aureus H88185
NCBITaxon:1421869	Staphylococcus aureus M17074
NCBITaxon:1421870	Staphylococcus aureus M42184
NCBITaxon:1421871	Staphylococcus aureus M67938
NCBITaxon:1421872	Staphylococcus aureus M70017
NCBITaxon:1421873	Staphylococcus aureus M70018
NCBITaxon:1421874	Staphylococcus aureus M72097
NCBITaxon:1421875	Staphylococcus aureus M79254
NCBITaxon:1421876	Staphylococcus aureus M79256
NCBITaxon:1421877	Staphylococcus aureus M79671
NCBITaxon:1421878	Staphylococcus aureus M79684
NCBITaxon:1421879	Staphylococcus aureus M79686
NCBITaxon:1421880	Staphylococcus aureus M86940
NCBITaxon:1421881	Staphylococcus aureus M86943
NCBITaxon:1421882	Staphylococcus aureus M90388
NCBITaxon:1421883	Staphylococcus aureus T13125
NCBITaxon:1421884	Staphylococcus aureus T13126
NCBITaxon:1421885	Staphylococcus aureus T13127
NCBITaxon:1421886	Staphylococcus aureus T24515
NCBITaxon:1421887	Staphylococcus aureus T32086
NCBITaxon:1421888	Staphylococcus aureus T32092
NCBITaxon:1421889	Staphylococcus aureus T35622
NCBITaxon:1421890	Staphylococcus aureus T39102
NCBITaxon:1421892	Staphylococcus aureus T55959
NCBITaxon:1421893	Staphylococcus aureus T55960
NCBITaxon:1421894	Staphylococcus aureus T62976
NCBITaxon:1421897	Staphylococcus aureus W12582
NCBITaxon:1421898	Staphylococcus aureus W12583
NCBITaxon:1421899	Staphylococcus aureus W12586
NCBITaxon:1421900	Staphylococcus aureus W15974
NCBITaxon:1421901	Staphylococcus aureus W15976
NCBITaxon:1421902	Staphylococcus aureus W15990
NCBITaxon:1421903	Staphylococcus aureus W15995
NCBITaxon:1421904	Staphylococcus aureus W19256
NCBITaxon:1421905	Staphylococcus aureus W19270
NCBITaxon:1421906	Staphylococcus aureus W19276
NCBITaxon:1421907	Staphylococcus aureus W25797
NCBITaxon:1421909	Staphylococcus aureus W28921
NCBITaxon:1421910	Staphylococcus aureus W42304
NCBITaxon:1421911	Staphylococcus aureus W45757
NCBITaxon:1421914	Staphylococcus aureus W82239
NCBITaxon:1421915	Staphylococcus aureus W85807
NCBITaxon:1421916	Staphylococcus aureus W85810
NCBITaxon:1422	Geobacillus stearothermophilus
NCBITaxon:1422114	Staphylococcus aureus DAR3504
NCBITaxon:1422115	Staphylococcus aureus DAR3505
NCBITaxon:1422116	Staphylococcus aureus DAR3507
NCBITaxon:1422117	Staphylococcus aureus DAR3508
NCBITaxon:1422118	Staphylococcus aureus DAR3512
NCBITaxon:1422119	Staphylococcus aureus DAR3515
NCBITaxon:1422311	Staphylococcus aureus DAR5867
NCBITaxon:1422312	Staphylococcus aureus DAR5865
NCBITaxon:1422313	Staphylococcus aureus DAR5864
NCBITaxon:1422314	Staphylococcus aureus DAR5863
NCBITaxon:1422315	Staphylococcus aureus DAR5862
NCBITaxon:1422316	Staphylococcus aureus DAR5861
NCBITaxon:1422317	Staphylococcus aureus DAR5859
NCBITaxon:1422318	Staphylococcus aureus DAR5858
NCBITaxon:1422319	Staphylococcus aureus DAR5857
NCBITaxon:1422320	Staphylococcus aureus DAR5856
NCBITaxon:1422321	Staphylococcus aureus DAR5855
NCBITaxon:1422322	Staphylococcus aureus DAR5854
NCBITaxon:1422323	Staphylococcus aureus DAR5853
NCBITaxon:1422324	Staphylococcus aureus DAR5852
NCBITaxon:1422325	Staphylococcus aureus DAR5851
NCBITaxon:1422326	Staphylococcus aureus DAR5850
NCBITaxon:1422327	Staphylococcus aureus DAR5849
NCBITaxon:1422328	Staphylococcus aureus DAR5848
NCBITaxon:1422329	Staphylococcus aureus DAR5847
NCBITaxon:1422330	Staphylococcus aureus DAR5846
NCBITaxon:1422331	Staphylococcus aureus DAR5845
NCBITaxon:1422332	Staphylococcus aureus DAR5843
NCBITaxon:1422333	Staphylococcus aureus DAR5841
NCBITaxon:1422334	Staphylococcus aureus DAR5840
NCBITaxon:1422335	Staphylococcus aureus DAR5839
NCBITaxon:1422336	Staphylococcus aureus DAR5838
NCBITaxon:1422337	Staphylococcus aureus DAR5837
NCBITaxon:1422338	Staphylococcus aureus DAR5836
NCBITaxon:1422339	Staphylococcus aureus DAR5835
NCBITaxon:1422340	Staphylococcus aureus DAR5834
NCBITaxon:1422341	Staphylococcus aureus DAR5833
NCBITaxon:1422342	Staphylococcus aureus DAR5832
NCBITaxon:1422343	Staphylococcus aureus DAR5831
NCBITaxon:1422344	Staphylococcus aureus DAR5830
NCBITaxon:1422345	Staphylococcus aureus DAR5829
NCBITaxon:1422346	Staphylococcus aureus DAR5828
NCBITaxon:1422347	Staphylococcus aureus DAR5827
NCBITaxon:1422348	Staphylococcus aureus DAR5826
NCBITaxon:1422349	Staphylococcus aureus DAR5825
NCBITaxon:1422350	Staphylococcus aureus DAR5824
NCBITaxon:1422351	Staphylococcus aureus DAR5823
NCBITaxon:1422352	Staphylococcus aureus DAR5822
NCBITaxon:1422353	Staphylococcus aureus DAR5821
NCBITaxon:1422354	Staphylococcus aureus DAR5820
NCBITaxon:1422355	Staphylococcus aureus DAR5819
NCBITaxon:1422357	Staphylococcus aureus DAR5817
NCBITaxon:1422358	Staphylococcus aureus DAR5816
NCBITaxon:1422359	Staphylococcus aureus DAR5815
NCBITaxon:1422360	Staphylococcus aureus DAR5814
NCBITaxon:1422361	Staphylococcus aureus DAR5813
NCBITaxon:1422362	Staphylococcus aureus DAR5812
NCBITaxon:1422363	Staphylococcus aureus DAR5811
NCBITaxon:1422364	Staphylococcus aureus DAR5809
NCBITaxon:1422365	Staphylococcus aureus DAR5808
NCBITaxon:1422366	Staphylococcus aureus DAR5807
NCBITaxon:1422367	Staphylococcus aureus DAR5806
NCBITaxon:1422368	Staphylococcus aureus DAR5805
NCBITaxon:1422369	Staphylococcus aureus DAR5804
NCBITaxon:1422370	Staphylococcus aureus DAR5803
NCBITaxon:1422371	Staphylococcus aureus DAR5802
NCBITaxon:1422372	Staphylococcus aureus DAR5801
NCBITaxon:1422373	Staphylococcus aureus DAR5800
NCBITaxon:1422374	Staphylococcus aureus DAR5799
NCBITaxon:1422375	Staphylococcus aureus DAR5798
NCBITaxon:1422376	Staphylococcus aureus DAR5797
NCBITaxon:1422377	Staphylococcus aureus DAR5796
NCBITaxon:1422378	Staphylococcus aureus DAR5795
NCBITaxon:1422379	Staphylococcus aureus DAR5794
NCBITaxon:1422380	Staphylococcus aureus DAR5793
NCBITaxon:1422381	Staphylococcus aureus DAR5792
NCBITaxon:1422382	Staphylococcus aureus DAR5791
NCBITaxon:1422383	Staphylococcus aureus DAR5790
NCBITaxon:1422384	Staphylococcus aureus DAR5789
NCBITaxon:1422385	Staphylococcus aureus DAR26
NCBITaxon:1422386	Staphylococcus aureus DAR104
NCBITaxon:1422387	Staphylococcus aureus DAR116
NCBITaxon:1422388	Staphylococcus aureus DAR126
NCBITaxon:1422389	Staphylococcus aureus DAR133
NCBITaxon:1423	Bacillus subtilis
NCBITaxon:1423138	Bacillus velezensis SQR9
NCBITaxon:1423140	Gordonia alkanivorans CGMCC 6845
NCBITaxon:1423141	Pseudomonas aeruginosa VRFPA06
NCBITaxon:1423143	Bacillus thuringiensis Bt18247
NCBITaxon:1423144	Phaeobacter gallaeciensis DSM 26640
NCBITaxon:1423145	Streptococcus thermophilus TH1436
NCBITaxon:1423321	Bacillus sp. SJS
NCBITaxon:1423322	Flavobacterium sp. ABG
NCBITaxon:1423419	Burkholderia contaminans FFH2055
NCBITaxon:1423714	Lactobacillus acetotolerans DSM 20749 = JCM 3825
NCBITaxon:1423715	Levilactobacillus acidifarinae DSM 19394
NCBITaxon:1423716	Ligilactobacillus acidipiscis DSM 15836
NCBITaxon:1423717	Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13
NCBITaxon:1423718	Ligilactobacillus agilis DSM 20509
NCBITaxon:1423719	Dellaglioa algida DSM 15638
NCBITaxon:1423720	Companilactobacillus alimentarius DSM 20249
NCBITaxon:1423721	Amylolactobacillus amylophilus DSM 20533 = JCM 1125
NCBITaxon:1423722	Amylolactobacillus amylotrophicus DSM 20534
NCBITaxon:1423723	Lactobacillus amylovorus DSM 20531
NCBITaxon:1423724	Ligilactobacillus apodemi DSM 16634 = JCM 16172
NCBITaxon:1423725	Liquorilactobacillus aquaticus DSM 21051
NCBITaxon:1423726	Loigolactobacillus bifermentans DSM 20003
NCBITaxon:1423727	Lacticaseibacillus brantae DSM 23927
NCBITaxon:1423729	Liquorilactobacillus cacaonum DSM 21116
NCBITaxon:1423730	Lacticaseibacillus camelliae DSM 22697 = JCM 13995
NCBITaxon:1423731	Liquorilactobacillus capillatus DSM 19910
NCBITaxon:1423735	Lapidilactobacillus concavus DSM 17758
NCBITaxon:1423736	Lactobacillus crispatus DSM 20584 = JCM 1185 = ATCC 33820
NCBITaxon:1423738	Lapidilactobacillus dextrinicus DSM 20335
NCBITaxon:1423739	Lentilactobacillus diolivorans DSM 14421
NCBITaxon:1423742	Limosilactobacillus equigenerosi DSM 18793 = JCM 14505
NCBITaxon:1423744	Holzapfeliella floricola DSM 23037 = JCM 16512
NCBITaxon:1423745	Fructilactobacillus florum DSM 22689 = JCM 16035
NCBITaxon:1423746	Limosilactobacillus frumenti DSM 13145
NCBITaxon:1423747	Latilactobacillus fuchuensis DSM 14340 = JCM 11249
NCBITaxon:1423748	Lactobacillus gallinarum DSM 10532 = JCM 2011
NCBITaxon:1423749	Limosilactobacillus gastricus DSM 16045
NCBITaxon:1423750	Liquorilactobacillus ghanensis DSM 18630
NCBITaxon:1423751	Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85
NCBITaxon:1423752	Latilactobacillus graminis DSM 20719
NCBITaxon:1423753	Levilactobacillus hammesii DSM 16381
NCBITaxon:1423754	Lactobacillus hamsteri DSM 5661 = JCM 6256
NCBITaxon:1423755	Ligilactobacillus hayakitensis DSM 18933 = JCM 14209
NCBITaxon:1423757	Lentilactobacillus hilgardii DSM 20176 = ATCC 8290
NCBITaxon:1423758	Lactobacillus hominis DSM 23910 = CRBIP 24.179
NCBITaxon:1423759	Liquorilactobacillus hordei DSM 19519
NCBITaxon:1423760	Limosilactobacillus ingluviei DSM 15946
NCBITaxon:1423761	Lactobacillus intestinalis DSM 6629
NCBITaxon:1423762	Lactobacillus jensenii DSM 20557
NCBITaxon:1423763	Lactobacillus kalixensis DSM 16043
NCBITaxon:1423764	Lentilactobacillus kefiri DSM 20587 = JCM 5818
NCBITaxon:1423765	Companilactobacillus kimchii DSM 13961 = JCM 10707
NCBITaxon:1423766	Lentilactobacillus kisonensis DSM 19906 = JCM 15041
NCBITaxon:1423767	Lactobacillus kitasatonis DSM 16761 = JCM 1039
NCBITaxon:1423768	Apilactobacillus kunkeei DSM 12361 = ATCC 700308
NCBITaxon:1423769	Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514
NCBITaxon:1423770	Companilactobacillus mindensis DSM 14500
NCBITaxon:1423771	Limosilactobacillus mucosae DSM 13345
NCBITaxon:1423772	Ligilactobacillus murinus DSM 20452 = NBRC 14221
NCBITaxon:1423773	Levilactobacillus namurensis DSM 19117
NCBITaxon:1423774	Companilactobacillus nantensis DSM 16982
NCBITaxon:1423775	Companilactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160
NCBITaxon:1423776	Secundilactobacillus odoratitofui DSM 19909 = JCM 15043
NCBITaxon:1423777	Liquorilactobacillus oeni DSM 19972
NCBITaxon:1423778	Paucilactobacillus oligofermentans DSM 15707 = LMG 22743
NCBITaxon:1423779	Limosilactobacillus oris DSM 4864
NCBITaxon:1423780	Lentilactobacillus otakiensis DSM 19908 = JCM 15040
NCBITaxon:1423782	Limosilactobacillus panis DSM 6035
NCBITaxon:1423783	Lacticaseibacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106
NCBITaxon:1423784	Lentilactobacillus parabuchneri DSM 5707 = NBRC 107865
NCBITaxon:1423785	Secundilactobacillus paracollinoides DSM 15502 = JCM 11969
NCBITaxon:1423786	Lentilactobacillus parafarraginis DSM 18390 = JCM 14109
NCBITaxon:1423787	Lentilactobacillus parakefiri DSM 10551
NCBITaxon:1423788	Companilactobacillus bobalius DSM 19674
NCBITaxon:1423789	Lactiplantibacillus paraplantarum DSM 10667
NCBITaxon:1423790	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76
NCBITaxon:1423791	Lactiplantibacillus pentosus DSM 20314
NCBITaxon:1423792	Schleiferilactobacillus perolens DSM 12744
NCBITaxon:1423794	Limosilactobacillus pontis DSM 8475
NCBITaxon:1423795	Lentilactobacillus rapi DSM 19907 = JCM 15042
NCBITaxon:1423796	Loigolactobacillus rennini DSM 20253
NCBITaxon:1423797	Lacticaseibacillus rhamnosus DSM 20021 = JCM 1136 = NBRC 3425
NCBITaxon:1423798	Ligilactobacillus ruminis DSM 20403 = NBRC 102161
NCBITaxon:1423799	Ligilactobacillus salivarius DSM 20555 = ATCC 11741
NCBITaxon:1423800	Fructilactobacillus sanfranciscensis DSM 20451
NCBITaxon:1423801	Liquorilactobacillus satsumensis DSM 16230 = JCM 12392
NCBITaxon:1423802	Lentilactobacillus senioris DSM 24302 = JCM 17472
NCBITaxon:1423803	Levilactobacillus senmaizukei DSM 21775 = NBRC 103853
NCBITaxon:1423804	Secundilactobacillus similis DSM 23365 = JCM 2765
NCBITaxon:1423805	Levilactobacillus spicheri DSM 15429
NCBITaxon:1423806	Liquorilactobacillus sucicola DSM 21376 = JCM 15457
NCBITaxon:1423807	Paucilactobacillus suebicus DSM 5007 = KCTC 3549
NCBITaxon:1423808	Lentilactobacillus sunkii DSM 19904
NCBITaxon:1423809	Lactobacillus taiwanensis DSM 21401
NCBITaxon:1423810	Lacticaseibacillus thailandensis DSM 22698 = JCM 13996
NCBITaxon:1423811	Companilactobacillus tucceti DSM 20183
NCBITaxon:1423812	Liquorilactobacillus uvarum DSM 19971
NCBITaxon:1423813	Paucilactobacillus vaccinostercus DSM 20634
NCBITaxon:1423814	Limosilactobacillus vaginalis DSM 5837 = ATCC 49540
NCBITaxon:1423815	Companilactobacillus versmoldensis DSM 14857 = KCTC 3814
NCBITaxon:1423816	Lacticaseibacillus zeae DSM 20178 = KCTC 3804
NCBITaxon:1423817	Levilactobacillus zymae DSM 19395
NCBITaxon:1423819	Levilactobacillus koreensis JCM 16448
NCBITaxon:1423820	Ligilactobacillus araffinosus DSM 20653
NCBITaxon:1423821	Ligilactobacillus aviarius subsp. aviarius DSM 20655
NCBITaxon:1423822	Loigolactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535
NCBITaxon:1423823	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012
NCBITaxon:1423824	Lactobacillus delbrueckii subsp. indicus DSM 15996
NCBITaxon:1423827	Lactobacillus kefiranofaciens subsp. kefiranofaciens DSM 5016 = JCM 6985
NCBITaxon:1423828	Lactobacillus kefiranofaciens subsp. kefirgranum DSM 10550 = JCM 8572
NCBITaxon:1423830	Lacticaseibacillus paracasei subsp. tolerans DSM 20258
NCBITaxon:1423831	Lactiplantibacillus argentoratensis DSM 16365
NCBITaxon:1423833	Latilactobacillus sakei subsp. sakei DSM 20017 = JCM 1157
NCBITaxon:1423886	Streptomyces ahygroscopicus subsp. wuyiensis
NCBITaxon:1423889	Xanthomonas oryzae pv. oryzae NAI8
NCBITaxon:1423890	Xanthomonas oryzae pv. oryzicola MAI10
NCBITaxon:1423891	Brucella ceti TE10759-12
NCBITaxon:1423892	Ehrlichia muris AS145
NCBITaxon:1423959	Chryseobacterium contaminans
NCBITaxon:1424080	Pontibacter amylolyticus
NCBITaxon:1424081	Dactylosporangium sucinum
NCBITaxon:1424294	Geosporobacter ferrireducens
NCBITaxon:1424301	Staphylococcus aureus subsp. aureus ST 1413
NCBITaxon:1424337	Pseudomonas aeruginosa ATCC 15442
NCBITaxon:142461	Vibrio ichthyoenteri
NCBITaxon:1424653	Caminibacter pacificus
NCBITaxon:1424659	Cryobacterium flavum
NCBITaxon:1424661	Cryobacterium luteum
NCBITaxon:142479	Prochlorococcus marinus subsp. pastoris
NCBITaxon:1425361	Gracilibacillus eburneus
NCBITaxon:142586	Eubacterium sp.
NCBITaxon:142588	Isobaculum melis
NCBITaxon:1426	Parageobacillus thermoglucosidasius
NCBITaxon:142649	Metamycoplasma phocicerebrale
NCBITaxon:142650	Mycoplasmopsis phocirhinis
NCBITaxon:142651	[Mycoplasma] phocae
NCBITaxon:1427151	Haloarcula pellucida
NCBITaxon:1427342	Pseudomonas aeruginosa SCV20265
NCBITaxon:1427356	Hyphomicrobium nitrativorans
NCBITaxon:1427364	Candidatus Pseudothioglobus singularis
NCBITaxon:1427369	Chlamydia pecorum MC/MarsBar
NCBITaxon:1427370	Chlamydia pecorum DBDeUG
NCBITaxon:1427372	Mycobacterium tuberculosis variant microti OV254
NCBITaxon:1427375	Stenotrophomonas maltophilia WJ66
NCBITaxon:1427391	Saccharothrix sp. ST-888
NCBITaxon:1427518	Xenorhabdus szentirmaii DSM 16338
NCBITaxon:1427523	Tessaracoccus lapidicaptus
NCBITaxon:1427535	Actinomadura barringtoniae
NCBITaxon:1427538	Actinomadura syzygii
NCBITaxon:1427541	Nonomuraea syzygii
NCBITaxon:1427754	Microbispora amethystogenes
NCBITaxon:1427984	Candidatus Hepatoplasma crinochetorum Av
NCBITaxon:1427985	Bordetella bronchiseptica KM22
NCBITaxon:1428	Bacillus thuringiensis
NCBITaxon:1428314	Novosphingobium chloroacetimidivorans
NCBITaxon:142834	Gluconacetobacter azotocaptans
NCBITaxon:1428345	Falsiroseomonas wooponensis
NCBITaxon:142842	Selenihalanaerobacter shriftii
NCBITaxon:1428454	Clostridium beijerinckii NRRL B-598
NCBITaxon:1428620	Streptomyces humi
NCBITaxon:1428626	Streptomyces malaysiense
NCBITaxon:1428628	Streptomyces mangrovisoli
NCBITaxon:142864	Cylindrospermum stagnale
NCBITaxon:1428644	Mangrovactinospora gilvigrisea
NCBITaxon:1428657	Intrasporangium flavum
NCBITaxon:1428684	Exiguobacterium alkaliphilum
NCBITaxon:142877	Desulfitobacterium metallireducens
NCBITaxon:1429043	Dethiosulfatarculus sandiegensis
NCBITaxon:1429044	Vibrio parahaemolyticus UCM-V493
NCBITaxon:1429072	Nocardia rayongensis
NCBITaxon:1429073	Micromonospora sediminis
NCBITaxon:1429076	Actinomadura rayongensis
NCBITaxon:1429082	Oricola cellulosilytica
NCBITaxon:1429083	Atopomonas hussainii
NCBITaxon:1429085	Cribrihabitans neustonicus
NCBITaxon:1429244	Paenibacillus polymyxa CR1
NCBITaxon:1429246	Arenimonas alkanexedens
NCBITaxon:1429438	Candidatus Entotheonella factor
NCBITaxon:1429439	Candidatus Entotheonella gemina
NCBITaxon:1429874	Staphylococcus aureus SA3-LAU
NCBITaxon:1429875	Staphylococcus aureus SA5-LAU
NCBITaxon:1429876	Staphylococcus aureus SA6-LAU
